H,V,C,Munsell,R,G,B
10PB,0.6,30,10PB 0.6/30,135.4832192,0,245.7617247
2.5P,0.6,2,2.5P 0.6/2,25.64046427,15.63405154,34.50834
2.5P,0.6,4,2.5P 0.6/4,29.7857478,11.1692857,42.72837238
2.5P,0.6,6,2.5P 0.6/6,34.18542968,5.024351096,50.07501945
2.5P,0.6,8,2.5P 0.6/8,39.08676449,0,57.78708728
2.5P,0.6,10,2.5P 0.6/10,43.1234667,0,64.10155049
2.5P,0.6,12,2.5P 0.6/12,47.62328901,0,70.39185945
2.5P,0.6,14,2.5P 0.6/14,54.104823,0,79.78672742
2.5P,0.6,16,2.5P 0.6/16,57.74111405,0,85.36350806
2.5P,0.6,18,2.5P 0.6/18,64.14891925,0,94.11123844
2.5P,0.6,20,2.5P 0.6/20,68.98096046,0,101.5211587
2.5P,0.6,22,2.5P 0.6/22,75.4702977,0,110.6706544
2.5P,0.6,24,2.5P 0.6/24,82.25142126,0,120.3387594
2.5P,0.6,26,2.5P 0.6/26,93.26717029,0,135.8459312
2.5P,0.6,28,2.5P 0.6/28,113.645621,0,164.3401828
5P,0.6,2,5P 0.6/2,28.31430545,14.51725494,33.63211743
5P,0.6,4,5P 0.6/4,33.4224319,9.220369218,40.68886491
5P,0.6,6,5P 0.6/6,38.14226455,2.80576338,47.32212414
5P,0.6,8,5P 0.6/8,43.80830595,0,54.66386483
5P,0.6,10,5P 0.6/10,48.37929211,0,60.36039957
5P,0.6,12,5P 0.6/12,53.25921765,0,66.50485916
5P,0.6,14,5P 0.6/14,60.0052157,0,74.89353869
5P,0.6,16,5P 0.6/16,65.22644569,0,81.2789476
5P,0.6,18,5P 0.6/18,72.60195502,0,90.2346093
5P,0.6,20,5P 0.6/20,77.01029287,0,95.81002761
5P,0.6,22,5P 0.6/22,84.76749162,0,105.37808
5P,0.6,24,5P 0.6/24,90.48818261,0,112.1242172
7.5P,0.6,2,7.5P 0.6/2,30.27467428,13.68163966,32.50324863
7.5P,0.6,4,7.5P 0.6/4,35.76145171,7.789345377,39.29859845
7.5P,0.6,6,7.5P 0.6/6,40.68127363,1.212112537,45.38923812
7.5P,0.6,8,7.5P 0.6/8,46.29061173,0,52.33457209
7.5P,0.6,10,7.5P 0.6/10,50.66947849,0,58.11226151
7.5P,0.6,12,7.5P 0.6/12,55.63839275,0,64.37063718
7.5P,0.6,14,7.5P 0.6/14,62.82741949,0,72.86886537
7.5P,0.6,16,7.5P 0.6/16,69.12595782,0,80.50693884
7.5P,0.6,18,7.5P 0.6/18,74.18561324,0,86.4961299
7.5P,0.6,20,7.5P 0.6/20,80.35792618,0,93.77849805
10P,0.6,2,10P 0.6/2,31.54244285,13.09936797,31.67973495
10P,0.6,4,10P 0.6/4,37.18032188,6.967963646,38.08792447
10P,0.6,6,10P 0.6/6,42.41162187,0.08158662,43.89596758
10P,0.6,8,10P 0.6/8,48.34260607,0,50.46425956
10P,0.6,10,10P 0.6/10,53.42011011,0,56.20404536
10P,0.6,12,10P 0.6/12,58.40846243,0,61.63753428
10P,0.6,14,10P 0.6/14,66.51431807,0,70.6371498
10P,0.6,16,10P 0.6/16,71.7430267,0,76.40574808
10P,0.6,18,10P 0.6/18,78.17659936,0,83.47409347
2.5RP,0.6,2,2.5RP 0.6/2,32.74944664,12.54256205,30.68023065
2.5RP,0.6,4,2.5RP 0.6/4,38.95510912,5.860695479,36.55588448
2.5RP,0.6,6,2.5RP 0.6/6,44.39080713,0,41.79511196
2.5RP,0.6,8,2.5RP 0.6/8,50.68634124,0,47.84123424
2.5RP,0.6,10,2.5RP 0.6/10,56.30624984,0,53.39590493
2.5RP,0.6,12,2.5RP 0.6/12,61.36423393,0,58.37941757
2.5RP,0.6,14,2.5RP 0.6/14,70.14158254,0,67.00145541
2.5RP,0.6,16,2.5RP 0.6/16,76.5546233,0,73.55221345
5RP,0.6,2,5RP 0.6/2,33.92746828,12.10484224,28.98745886
5RP,0.6,4,5RP 0.6/4,40.7532451,4.948458099,33.93552572
5RP,0.6,6,5RP 0.6/6,47.21481432,0,38.92031621
5RP,0.6,8,5RP 0.6/8,53.38155645,0,43.84635068
5RP,0.6,10,5RP 0.6/10,59.91579008,0,49.17647237
5RP,0.6,12,5RP 0.6/12,65.60719267,0,53.81650855
5RP,0.6,14,5RP 0.6/14,74.67728873,0,61.21003388
5RP,0.6,16,5RP 0.6/16,82.08661731,0,67.18190056
7.5RP,0.6,2,7.5RP 0.6/2,35.13923075,11.65500472,26.94073815
7.5RP,0.6,4,7.5RP 0.6/4,42.53691294,3.967559554,31.11294097
7.5RP,0.6,6,7.5RP 0.6/6,49.55394601,0,35.39476583
7.5RP,0.6,8,7.5RP 0.6/8,56.01265136,0,39.61419537
7.5RP,0.6,10,7.5RP 0.6/10,63.08035126,0,44.3420868
7.5RP,0.6,12,7.5RP 0.6/12,70.03817849,0,49.11594661
7.5RP,0.6,14,7.5RP 0.6/14,79.28795741,0,55.43496185
10RP,0.6,2,10RP 0.6/2,35.97102564,11.44004559,24.84738585
10RP,0.6,4,10RP 0.6/4,44.07028378,3.088934791,28.3561821
10RP,0.6,6,10RP 0.6/6,51.2128442,0,31.85927706
10RP,0.6,8,10RP 0.6/8,57.82697274,0,35.41514072
10RP,0.6,10,10RP 0.6/10,65.11550408,0,39.60699573
10RP,0.6,12,10RP 0.6/12,73.18620833,0,44.32291226
2.5R,0.6,2,2.5R 0.6/2,36.71609975,11.29915483,22.45995999
2.5R,0.6,4,2.5R 0.6/4,45.4471597,2.465083015,24.63809148
2.5R,0.6,6,2.5R 0.6/6,52.94039636,0,26.85815414
2.5R,0.6,8,2.5R 0.6/8,59.94819597,0,29.39294615
2.5R,0.6,10,2.5R 0.6/10,67.14279448,0,32.21376216
2.5R,0.6,12,2.5R 0.6/12,77.88831406,0,36.82429162
5R,0.6,2,5R 0.6/2,37.3752457,11.19863038,19.93369284
5R,0.6,4,5R 0.6/4,46.59680484,2.040028817,20.36359836
5R,0.6,6,5R 0.6/6,54.31928189,0,21.21340944
5R,0.6,8,5R 0.6/8,61.66972897,0,22.56750704
5R,0.6,10,5R 0.6/10,68.96267206,0,23.8122441
7.5R,0.6,2,7.5R 0.6/2,37.75113152,11.31298035,17.18312197
7.5R,0.6,4,7.5R 0.6/4,47.33204266,1.877721507,16.35057982
7.5R,0.6,6,7.5R 0.6/6,55.23327017,0,16.00629417
7.5R,0.6,8,7.5R 0.6/8,63.00706368,0,16.59434266
7.5R,0.6,10,7.5R 0.6/10,69.95668611,0,17.4214296
10R,0.6,2,10R 0.6/2,37.80198712,11.60487316,14.71941741
10R,0.6,4,10R 0.6/4,47.89460551,1.860344659,11.73311287
10R,0.6,6,10R 0.6/6,55.95366819,0,9.73438499
10R,0.6,8,10R 0.6/8,63.69406473,0,8.854236826
10R,0.6,10,10R 0.6/10,70.35737784,0,8.028951896
2.5YR,0.6,2,2.5YR 0.6/2,37.72323227,12.16876266,10.21533147
2.5YR,0.6,4,2.5YR 0.6/4,48.72221939,1.8700107,2.913024822
2.5YR,0.6,6,2.5YR 0.6/6,56.70069254,0,0
2.5YR,0.6,8,2.5YR 0.6/8,64.93773039,0,0
2.5YR,0.6,10,2.5YR 0.6/10,70.52319906,0,0
5YR,0.6,2,5YR 0.6/2,37.31660113,12.9782858,4.886360245
5YR,0.6,4,5YR 0.6/4,48.62032614,2.842762234,0
5YR,0.6,6,5YR 0.6/6,56.84402424,0,0
5YR,0.6,8,5YR 0.6/8,64.56271939,0,0
7.5YR,0.6,2,7.5YR 0.6/2,36.6006216,13.81065299,1.362779018
7.5YR,0.6,4,7.5YR 0.6/4,48.05256106,4.340227456,0
10YR,0.6,2,10YR 0.6/2,35.09526232,15.16277123,0
10YR,0.6,4,10YR 0.6/4,45.07940825,8.522788341,0
2.5Y,0.6,2,2.5Y 0.6/2,32.9520115,16.64530345,0
2.5Y,0.6,4,2.5Y 0.6/4,41.76431729,12.20224195,0
5Y,0.6,2,5Y 0.6/2,29.89633566,18.25233547,0
7.5Y,0.6,2,7.5Y 0.6/2,26.21347738,19.70524511,0
7.5Y,0.6,4,7.5Y 0.6/4,31.97338325,18.69130741,0
10Y,0.8,2,10Y 0.8/2,26.14703643,25.39741803,5.688169992
10Y,0.8,4,10Y 0.8/4,28.24735858,26.51027588,0
2.5GY,0.8,2,2.5GY 0.8/2,23.30309586,25.98566459,10.24299393
2.5GY,0.8,4,2.5GY 0.8/4,18.03473625,28.78365351,0
5GY,0.8,2,5GY 0.8/2,20.26023954,26.57857746,13.47333875
5GY,0.8,4,5GY 0.8/4,7.920303719,29.92659132,0
5GY,0.8,6,5GY 0.8/6,0,32.33254377,0
7.5GY,0.8,2,7.5GY 0.8/2,17.61183755,26.98639486,16.27806292
7.5GY,0.8,4,7.5GY 0.8/4,0,30.68921894,0
7.5GY,0.8,6,7.5GY 0.8/6,0,33.60020093,0
7.5GY,0.8,8,7.5GY 0.8/8,0,37.09224892,0
10GY,0.8,2,10GY 0.8/2,15.44351159,27.26477738,18.37005541
10GY,0.8,4,10GY 0.8/4,0,31.14698389,6.299887503
10GY,0.8,6,10GY 0.8/6,0,34.38653976,0
10GY,0.8,8,10GY 0.8/8,0,37.79394436,0
2.5G,0.8,2,2.5G 0.8/2,13.82484653,27.43783634,19.8863341
2.5G,0.8,4,2.5G 0.8/4,0,31.40901214,12.14709625
2.5G,0.8,6,2.5G 0.8/6,0,34.93125108,4.904875839
2.5G,0.8,8,2.5G 0.8/8,0,38.88437323,1.075235661
5G,0.8,2,5G 0.8/2,12.85315957,27.50882622,21.00660292
5G,0.8,4,5G 0.8/4,0,31.54608408,16.68069015
5G,0.8,6,5G 0.8/6,0,35.15229675,13.55495948
5G,0.8,8,5G 0.8/8,0,39.35283116,11.61012283
7.5G,0.8,2,7.5G 0.8/2,11.48472753,27.62453222,22.17140992
7.5G,0.8,4,7.5G 0.8/4,0,31.60971926,20.1632524
7.5G,0.8,6,7.5G 0.8/6,0,35.23925324,19.72227399
7.5G,0.8,8,7.5G 0.8/8,0,39.58294637,20.95327932
10G,0.8,2,10G 0.8/2,10.39118974,27.67528371,23.39349518
10G,0.8,4,10G 0.8/4,0,31.66219534,23.57004728
10G,0.8,6,10G 0.8/6,0,35.20137459,25.30773424
10G,0.8,8,10G 0.8/8,0,39.60812954,29.10807485
2.5BG,0.8,2,2.5BG 0.8/2,8.089026876,27.80874997,25.35852981
2.5BG,0.8,4,2.5BG 0.8/4,0,31.69402412,27.97890525
2.5BG,0.8,6,2.5BG 0.8/6,0,35.04744087,31.43521349
2.5BG,0.8,8,2.5BG 0.8/8,0,39.44059866,36.78670871
5BG,0.8,2,5BG 0.8/2,5.960277071,27.86630307,27.67582745
5BG,0.8,4,5BG 0.8/4,0,31.60190164,33.02769578
5BG,0.8,6,5BG 0.8/6,0,34.73507355,38.65653029
5BG,0.8,8,5BG 0.8/8,0,38.77541368,46.52831521
7.5BG,0.8,2,7.5BG 0.8/2,4.233767378,27.81879051,30.24915955
7.5BG,0.8,4,7.5BG 0.8/4,0,31.22723062,37.4301594
7.5BG,0.8,6,7.5BG 0.8/6,0,34.2496999,44.18501873
7.5BG,0.8,8,7.5BG 0.8/8,0,37.93107297,52.39151472
10BG,0.8,2,10BG 0.8/2,3.532636751,27.65450617,32.41598886
10BG,0.8,4,10BG 0.8/4,0,30.58417217,41.07729913
10BG,0.8,6,10BG 0.8/6,0,33.39287704,49.42421671
10BG,0.8,8,10BG 0.8/8,0,36.64937986,58.50225293
2.5B,0.8,2,2.5B 0.8/2,3.501839924,27.50178006,33.64211666
2.5B,0.8,4,2.5B 0.8/4,0,30.00176748,43.21936882
2.5B,0.8,6,2.5B 0.8/6,0,32.57109681,52.55123786
2.5B,0.8,8,2.5B 0.8/8,0,35.56345705,62.14547625
5B,0.8,2,5B 0.8/2,4.4992074,27.12502359,35.38602223
5B,0.8,4,5B 0.8/4,0,29.18598107,45.46431368
5B,0.8,6,5B 0.8/6,0,31.21777539,55.9536529
5B,0.8,8,5B 0.8/8,0,33.52404894,67.11741731
7.5B,0.8,2,7.5B 0.8/2,6.822281746,26.63068046,36.50855617
7.5B,0.8,4,7.5B 0.8/4,0,28.32003184,47.15099147
7.5B,0.8,6,7.5B 0.8/6,0,30.08908307,57.97578829
7.5B,0.8,8,7.5B 0.8/8,0,32.01112471,68.88706206
7.5B,0.8,10,7.5B 0.8/10,0,35.16150301,83.24670564
10B,0.8,2,10B 0.8/2,9.139507369,26.137976,37.5362346
10B,0.8,4,10B 0.8/4,0,27.26733973,48.50094727
10B,0.8,6,10B 0.8/6,0,28.46838713,59.49096291
10B,0.8,8,10B 0.8/8,0,29.92289584,71.09836072
10B,0.8,10,10B 0.8/10,0,31.84012967,85.44636941
2.5PB,0.8,2,2.5PB 0.8/2,11.82193563,25.58685053,38.41693373
2.5PB,0.8,4,2.5PB 0.8/4,0,26.08412355,49.26164073
2.5PB,0.8,6,2.5PB 0.8/6,0,26.5180922,60.80977517
2.5PB,0.8,8,2.5PB 0.8/8,0,26.70287584,72.92438815
2.5PB,0.8,10,2.5PB 0.8/10,0,27.08279494,85.29213696
2.5PB,0.8,12,2.5PB 0.8/12,0,27.16392009,102.601849
5PB,0.8,2,5PB 0.8/2,16.77453348,24.49650899,39.23307759
5PB,0.8,4,5PB 0.8/4,5.847100622,24.30584278,50.10106621
5PB,0.8,6,5PB 0.8/6,0,23.794418,61.76356596
5PB,0.8,8,5PB 0.8/8,0,22.84027855,73.15058642
5PB,0.8,10,5PB 0.8/10,0,22.42940502,82.95867318
5PB,0.8,12,5PB 0.8/12,0,19.85636561,99.38200932
5PB,0.8,14,5PB 0.8/14,0,16.78407916,115.5862507
5PB,0.8,16,5PB 0.8/16,0,11.74090477,133.0498824
5PB,0.8,18,5PB 0.8/18,0,3.739076317,151.5675852
5PB,0.8,20,5PB 0.8/20,0,0,180.3692137
7.5PB,0.8,2,7.5PB 0.8/2,21.82709151,23.17854032,39.45454443
7.5PB,0.8,4,7.5PB 0.8/4,20.03815693,21.48039793,49.92784235
7.5PB,0.8,6,7.5PB 0.8/6,18.52263059,18.83880789,60.56533548
7.5PB,0.8,8,7.5PB 0.8/8,16.86023302,15.38296165,70.47450307
7.5PB,0.8,10,7.5PB 0.8/10,14.7380588,12.27466606,77.54138618
7.5PB,0.8,12,7.5PB 0.8/12,13.81139389,5.193952158,87.57681372
7.5PB,0.8,14,7.5PB 0.8/14,13.27622317,0,100.3800035
7.5PB,0.8,16,7.5PB 0.8/16,11.33457563,0,111.2501609
7.5PB,0.8,18,7.5PB 0.8/18,10.64006496,0,120.9526142
7.5PB,0.8,20,7.5PB 0.8/20,9.593803956,0,133.3926124
7.5PB,0.8,22,7.5PB 0.8/22,3.323381753,0,150.3669047
7.5PB,0.8,24,7.5PB 0.8/24,0,0,175.5345571
7.5PB,0.8,26,7.5PB 0.8/26,0,0,203.9033002
7.5PB,0.8,28,7.5PB 0.8/28,0,0,240.8154277
7.5PB,0.8,30,7.5PB 0.8/30,0,0,255
7.5PB,0.8,32,7.5PB 0.8/32,0,0,255
7.5PB,0.8,34,7.5PB 0.8/34,85.46223248,237.7683074,0
7.5PB,0.8,36,7.5PB 0.8/36,42.8258699,130.2262224,0
10PB,0.8,2,10PB 0.8/2,26.5311408,21.72713861,39.08522135
10PB,0.8,4,10PB 0.8/4,29.13827105,18.47563281,48.80666153
10PB,0.8,6,10PB 0.8/6,32.10820311,14.157907,57.28585941
10PB,0.8,8,10PB 0.8/8,35.54190503,7.544302852,65.51559259
10PB,0.8,10,10PB 0.8/10,38.37121063,1.378905075,71.63656064
10PB,0.8,12,10PB 0.8/12,42.33543017,0,79.66425177
10PB,0.8,14,10PB 0.8/14,46.51869196,0,87.90024358
10PB,0.8,16,10PB 0.8/16,51.25939517,0,96.68761836
10PB,0.8,18,10PB 0.8/18,54.42448098,0,103.6398258
10PB,0.8,20,10PB 0.8/20,59.46591032,0,111.9221034
10PB,0.8,22,10PB 0.8/22,65.15154161,0,122.3655324
10PB,0.8,24,10PB 0.8/24,71.90084274,0,133.7796961
10PB,0.8,26,10PB 0.8/26,76.6128264,0,143.4229452
10PB,0.8,28,10PB 0.8/28,85.40684963,0,158.7118276
10PB,0.8,30,10PB 0.8/30,91.90967902,0,170.6120029
10PB,0.8,32,10PB 0.8/32,103.7641911,0,191.6119559
10PB,0.8,34,10PB 0.8/34,121.6752422,0,223.2675251
10PB,0.8,36,10PB 0.8/36,134.4343827,0,246.8384081
2.5P,0.8,2,2.5P 0.8/2,29.73975814,20.62137253,38.32482502
2.5P,0.8,4,2.5P 0.8/4,34.37304491,16.29103255,47.01265026
2.5P,0.8,6,2.5P 0.8/6,38.30127219,10.98636478,54.24250146
2.5P,0.8,8,2.5P 0.8/8,42.45288359,3.464564092,61.46326024
2.5P,0.8,10,2.5P 0.8/10,46.1201396,0,66.89233847
2.5P,0.8,12,2.5P 0.8/12,50.57011098,0,73.42150243
2.5P,0.8,14,2.5P 0.8/14,55.3286032,0,81.01234638
2.5P,0.8,16,2.5P 0.8/16,61.04387826,0,89.07856315
2.5P,0.8,18,2.5P 0.8/18,65.16387502,0,94.7792418
2.5P,0.8,20,2.5P 0.8/20,69.63295599,0,101.5792539
2.5P,0.8,22,2.5P 0.8/22,74.53608622,0,108.4795748
2.5P,0.8,24,2.5P 0.8/24,80.4596154,0,116.8041385
2.5P,0.8,26,2.5P 0.8/26,85.02541507,0,123.4566454
2.5P,0.8,28,2.5P 0.8/28,93.25377326,0,135.8025649
2.5P,0.8,30,2.5P 0.8/30,96.92684974,0,140.7078764
2.5P,0.8,32,2.5P 0.8/32,105.0251666,0,152.3901947
2.5P,0.8,34,2.5P 0.8/34,113.0487416,0,163.2235102
2.5P,0.8,36,2.5P 0.8/36,126.9689253,0,182.0851236
5P,0.8,2,5P 0.8/2,32.38605673,19.68592188,37.05341451
5P,0.8,4,5P 0.8/4,37.88195358,14.59538565,45.16705069
5P,0.8,6,5P 0.8/6,42.68637985,8.119148669,51.39976578
5P,0.8,8,5P 0.8/8,47.6821958,0,57.99399877
5P,0.8,10,5P 0.8/10,50.59332357,0,63.1314591
5P,0.8,12,5P 0.8/12,55.73525337,0,69.91108545
5P,0.8,14,5P 0.8/14,61.33030205,0,77.3699936
5P,0.8,16,5P 0.8/16,66.81314772,0,84.05364603
5P,0.8,18,5P 0.8/18,70.51805938,0,89.18089789
5P,0.8,20,5P 0.8/20,74.10308916,0,94.25218521
5P,0.8,22,5P 0.8/22,79.52097153,0,101.0949664
5P,0.8,24,5P 0.8/24,83.98597934,0,106.8750609
5P,0.8,26,5P 0.8/26,89.60545039,0,113.5590659
5P,0.8,28,5P 0.8/28,94.45677905,0,119.8935548
5P,0.8,30,5P 0.8/30,101.8553944,0,129.3547396
7.5P,0.8,2,7.5P 0.8/2,34.18344878,19.01815781,35.91807058
7.5P,0.8,4,7.5P 0.8/4,40.12066185,13.43590306,43.52724338
7.5P,0.8,6,7.5P 0.8/6,44.88502416,6.650777116,49.52706552
7.5P,0.8,8,7.5P 0.8/8,50.04572413,0,55.769515
7.5P,0.8,10,7.5P 0.8/10,53.83213732,0,60.05908259
7.5P,0.8,12,7.5P 0.8/12,58.86585633,0,66.32223743
7.5P,0.8,14,7.5P 0.8/14,65.20772203,0,74.11028625
7.5P,0.8,16,7.5P 0.8/16,71.16121113,0,80.9081712
7.5P,0.8,18,7.5P 0.8/18,74.24065397,0,84.99043408
7.5P,0.8,20,7.5P 0.8/20,78.04292425,0,89.53614021
7.5P,0.8,22,7.5P 0.8/22,82.41059032,0,94.73817089
7.5P,0.8,24,7.5P 0.8/24,86.54585709,0,99.72074792
7.5P,0.8,26,7.5P 0.8/26,91.64778712,0,105.3776071
10P,0.8,2,10P 0.8/2,35.10847826,18.71498313,34.96825433
10P,0.8,4,10P 0.8/4,41.56378038,12.71251513,42.04987277
10P,0.8,6,10P 0.8/6,46.63312648,5.599403558,47.47828492
10P,0.8,8,10P 0.8/8,52.3368411,0,53.56594046
10P,0.8,10,10P 0.8/10,56.04735887,0,57.62805175
10P,0.8,12,10P 0.8/12,61.41763621,0,63.4095906
10P,0.8,14,10P 0.8/14,67.8258267,0,70.57841718
10P,0.8,16,10P 0.8/16,73.00259537,0,76.22775779
10P,0.8,18,10P 0.8/18,76.75008917,0,80.42390854
10P,0.8,20,10P 0.8/20,80.61542818,0,84.4315026
10P,0.8,22,10P 0.8/22,84.99213152,0,88.97018589
10P,0.8,24,10P 0.8/24,90.01512724,0,94.18009636
2.5RP,0.8,2,2.5RP 0.8/2,36.32942853,18.23977663,33.93379303
2.5RP,0.8,4,2.5RP 0.8/4,43.41825237,11.62109537,40.23365704
2.5RP,0.8,6,2.5RP 0.8/6,48.916991,3.863235978,45.29520911
2.5RP,0.8,8,2.5RP 0.8/8,54.60889693,0,50.72010762
2.5RP,0.8,10,2.5RP 0.8/10,58.67679188,0,54.73816894
2.5RP,0.8,12,2.5RP 0.8/12,64.638735,0,60.35581794
2.5RP,0.8,14,2.5RP 0.8/14,71.778654,0,67.33874031
2.5RP,0.8,16,2.5RP 0.8/16,76.28918694,0,71.46919513
2.5RP,0.8,18,2.5RP 0.8/18,80.08383428,0,75.15575178
2.5RP,0.8,20,2.5RP 0.8/20,84.37197973,0,79.31565007
2.5RP,0.8,22,2.5RP 0.8/22,87.80608414,0,82.64299093
5RP,0.8,2,5RP 0.8/2,37.71629147,17.73673075,32.29635276
5RP,0.8,4,5RP 0.8/4,45.05260899,10.89579188,37.37052779
5RP,0.8,6,5RP 0.8/6,51.23508001,2.379228941,41.78724431
5RP,0.8,8,5RP 0.8/8,57.84130072,0,46.67765023
5RP,0.8,10,5RP 0.8/10,62.3828103,0,50.11911221
5RP,0.8,12,5RP 0.8/12,68.8673592,0,55.27566157
5RP,0.8,14,5RP 0.8/14,74.93282596,0,60.15406238
5RP,0.8,16,5RP 0.8/16,80.27396716,0,64.29927727
5RP,0.8,18,5RP 0.8/18,84.65085529,0,67.74916618
5RP,0.8,20,5RP 0.8/20,87.61543295,0,70.14446094
7.5RP,0.8,2,7.5RP 0.8/2,38.84623575,17.3592964,30.53718479
7.5RP,0.8,4,7.5RP 0.8/4,46.61527757,10.06937915,34.5432175
7.5RP,0.8,6,7.5RP 0.8/6,53.48051364,0.731101986,38.3048109
7.5RP,0.8,8,7.5RP 0.8/8,60.57730113,0,42.47388629
7.5RP,0.8,10,7.5RP 0.8/10,65.68995976,0,45.59891983
7.5RP,0.8,12,7.5RP 0.8/12,71.76847267,0,49.4525713
7.5RP,0.8,14,7.5RP 0.8/14,78.84430183,0,54.00446462
7.5RP,0.8,16,7.5RP 0.8/16,84.26370166,0,57.39744288
10RP,0.8,2,10RP 0.8/2,39.76294596,17.12568892,28.48208842
10RP,0.8,4,10RP 0.8/4,47.94379901,9.451151093,31.37696303
10RP,0.8,6,10RP 0.8/6,55.29266182,0,34.46450243
10RP,0.8,8,10RP 0.8/8,63.02695163,0,38.04210411
10RP,0.8,10,10RP 0.8/10,68.56469403,0,40.82842055
10RP,0.8,12,10RP 0.8/12,74.77062874,0,44.0240995
10RP,0.8,14,10RP 0.8/14,81.38167328,0,47.53754218
2.5R,0.8,2,2.5R 0.8/2,40.60430797,16.92726544,26.26841084
2.5R,0.8,4,2.5R 0.8/4,49.29898171,8.779253379,27.76839902
2.5R,0.8,6,2.5R 0.8/6,57.37000859,0,29.72410797
2.5R,0.8,8,2.5R 0.8/8,64.98694234,0,32.04851931
2.5R,0.8,10,2.5R 0.8/10,71.01248867,0,34.18926949
2.5R,0.8,12,2.5R 0.8/12,77.67059455,0,36.64542733
2.5R,0.8,14,2.5R 0.8/14,84.07672148,0,39.29176293
5R,0.8,2,5R 0.8/2,41.26253028,16.88095801,23.58827045
5R,0.8,4,5R 0.8/4,50.44037841,8.253663985,23.97461087
5R,0.8,6,5R 0.8/6,58.88332975,0,24.59923312
5R,0.8,8,5R 0.8/8,66.87521532,0,25.58333865
5R,0.8,10,5R 0.8/10,73.09770228,0,26.46994115
5R,0.8,12,5R 0.8/12,79.48089398,0,27.71003391
7.5R,0.8,2,7.5R 0.8/2,41.47161655,17.00928494,21.5993501
7.5R,0.8,4,7.5R 0.8/4,51.3497594,7.837949624,20.3674625
7.5R,0.8,6,7.5R 0.8/6,59.8669896,0,19.48997035
7.5R,0.8,8,7.5R 0.8/8,67.79314389,0,18.9654561
7.5R,0.8,10,7.5R 0.8/10,74.60064266,0,18.66887181
7.5R,0.8,12,7.5R 0.8/12,81.2404653,0,18.50230343
10R,0.8,2,10R 0.8/2,41.55550533,17.21635396,19.48272297
10R,0.8,4,10R 0.8/4,51.92345127,7.888317024,15.65982751
10R,0.8,6,10R 0.8/6,60.25832159,0,12.36017253
10R,0.8,8,10R 0.8/8,68.00981095,0,10.21602614
10R,0.8,10,10R 0.8/10,75.08930803,0,7.971740672
10R,0.8,12,10R 0.8/12,82.35666382,0,7.222040337
2.5YR,0.8,2,2.5YR 0.8/2,41.49004589,17.71138396,15.28430917
2.5YR,0.8,4,2.5YR 0.8/4,52.50024205,8.221056878,6.836130988
2.5YR,0.8,6,2.5YR 0.8/6,59.90503108,0,1.155964256
2.5YR,0.8,8,2.5YR 0.8/8,67.23908135,0,0
2.5YR,0.8,10,2.5YR 0.8/10,75.49743531,0,0
2.5YR,0.8,12,2.5YR 0.8/12,82.37896456,0,0
5YR,0.8,2,5YR 0.8/2,40.65474611,18.64084345,10.61185047
5YR,0.8,4,5YR 0.8/4,52.09947363,9.733835644,0
5YR,0.8,6,5YR 0.8/6,59.62407953,0.481744727,0
5YR,0.8,8,5YR 0.8/8,66.39871425,0,0
7.5YR,0.8,2,7.5YR 0.8/2,39.60424431,19.54425176,6.690267377
7.5YR,0.8,4,7.5YR 0.8/4,50.91357497,11.91367703,0
7.5YR,0.8,6,7.5YR 0.8/6,58.54411262,3.140279882,0
10YR,0.8,2,10YR 0.8/2,38.08992315,20.59194417,3.654771804
10YR,0.8,4,10YR 0.8/4,48.56713041,15.07986116,0
2.5Y,0.8,2,2.5Y 0.8/2,35.7151962,21.94535319,1.231142676
2.5Y,0.8,4,2.5Y 0.8/4,46.05962425,17.57026133,0
5Y,0.8,2,5Y 0.8/2,33.03275795,23.18268384,0.622227941
5Y,0.8,4,5Y 0.8/4,42.22391685,20.4490157,0
7.5Y,0.8,2,7.5Y 0.8/2,29.60061526,24.4252557,2.300120434
7.5Y,0.8,4,7.5Y 0.8/4,36.07310423,23.68815964,0
10Y,1,2,10Y 1/2,30.40432965,29.5274914,12.06974668
10Y,1,4,10Y 1/4,31.97752546,30.18750113,0
2.5GY,1,2,2.5GY 1/2,27.3567745,30.22899006,15.44110874
2.5GY,1,4,2.5GY 1/4,24.13442402,32.20771955,0
2.5GY,1,6,2.5GY 1/6,22.70754914,32.84984569,0
5GY,1,2,5GY 1/2,25.12255179,30.66512326,17.81699264
5GY,1,4,5GY 1/4,16.19453155,33.53599901,0
5GY,1,6,5GY 1/6,9.616238693,34.79879771,0
7.5GY,1,2,7.5GY 1/2,22.40935222,31.1119175,20.61531979
7.5GY,1,4,7.5GY 1/4,6.289212978,34.45045366,3.954090047
7.5GY,1,6,7.5GY 1/6,0,36.71872704,0
7.5GY,1,8,7.5GY 1/8,0,38.77012483,0
10GY,1,2,10GY 1/2,20.30393789,31.39695651,22.76242308
10GY,1,4,10GY 1/4,0,34.98203333,11.84768159
10GY,1,6,10GY 1/6,0,37.68341468,1.088618874
10GY,1,8,10GY 1/8,0,40.46802752,0
10GY,1,10,10GY 1/10,0,42.10758653,0
2.5G,1,2,2.5G 1/2,18.84716108,31.56486377,24.22571864
2.5G,1,4,2.5G 1/4,0,35.23118387,17.73241969
2.5G,1,6,2.5G 1/6,0,38.4313512,11.02136904
